MESS_DATUM;N_TER;VK_TER;TT_TER;RF_TER;DK_TER;FK_TER
1950052007;3;4.0;9.7;98.0;0;0
1950052014;8;4.0;13.5;95.0;12;1
1950052021;5;4.0;15.1;90.0;12;1
1950052107;4;4.0;15.1;95.0;14;1
1950052114;8;6.0;20.2;76.0;16;1
1950052121;2;6.0;17.7;81.0;6;2
1950052207;6;7.0;19.1;89.0;4;2
1950052214;7;6.0;21.9;69.0;28;3
1950052221;8;5.0;17.2;90.0;26;3
1950052307;8;5.0;11.9;95.0;24;3
1950052314;6;6.0;16.9;70.0;26;4
1950052321;5;6.0;12.7;86.0;24;1
1950052407;8;7.0;11.7;84.0;26;2
1950052414;8;6.0;11.5;93.0;16;1
1950052421;8;5.0;11.7;94.0;28;2
1950052507;8;6.0;12.0;97.0;28;1
1950052514;8;6.0;15.0;80.0;20;1
1950052521;8;6.0;13.7;87.0;28;1
1950052607;8;6.0;13.6;92.0;4;1
1950052614;8;6.0;12.0;98.0;4;3
1950052621;7;7.0;11.0;92.0;26;4
1950052707;8;6.0;9.0;90.0;24;1
1950052714;8;6.0;11.6;81.0;20;2
1950052721;8;7.0;11.3;84.0;22;1
1950052807;8;7.0;9.4;95.0;20;5
1950052814;6;7.0;11.2;84.0;20;3
1950052821;6;7.0;9.7;82.0;24;4
1950052907;8;7.0;10.4;88.0;20;3
1950052914;8;8.0;14.8;72.0;20;3
1950052921;7;7.0;12.1;86.0;20;2
1950053007;6;7.0;12.7;76.0;24;5
1950053014;4;7.0;13.4;56.0;24;6
1950053021;1;8.0;8.9;77.0;24;4
1950053107;2;7.0;9.3;67.0;28;3
1950053114;3;7.0;13.6;52.0;28;3
1950053121;1;8.0;10.5;71.0;28;2
1950060107;2;7.0;10.1;77.0;4;2
1950060114;0;8.0;14.0;50.0;32;2
1950060121;0;8.0;11.1;63.0;2;1
1950060207;0;7.0;12.7;69.0;2;2
1950060214;0;8.0;18.6;45.0;2;2
1950060221;1;8.0;14.0;61.0;8;3
1950060307;1;7.0;15.4;56.0;12;2
1950060314;1;8.0;20.8;40.0;12;1
1950060321;0;8.0;15.4;60.0;6;1
1950060407;0;7.0;16.6;68.0;8;1
1950060414;0;7.0;24.4;46.0;6;2
1950060421;0;8.0;19.5;57.0;8;1
1950060507;2;7.0;17.9;63.0;0;0
1950060514;4;6.0;27.2;43.0;8;1
1950060521;3;6.0;21.6;57.0;0;0
1950060607;3;6.0;17.9;82.0;6;1
1950060614;2;7.0;24.4;52.0;28;3
1950060621;1;8.0;20.7;50.0;0;0
1950060707;0;7.0;19.0;81.0;0;0
1950060714;1;7.0;26.5;46.0;20;1
1950060721;1;7.0;20.9;64.0;0;0
1950060807;2;6.0;21.1;72.0;20;1
1950060814;5;7.0;26.1;60.0;24;2
1950060821;6;5.0;17.2;79.0;28;2
1950060907;5;6.0;14.8;87.0;22;3
1950060914;6;7.0;15.0;59.0;26;7
1950060921;5;7.0;10.9;67.0;24;6
1950061007;3;7.0;11.4;68.0;26;4
1950061014;8;6.0;11.5;86.0;24;3
1950061021;6;7.0;12.1;88.0;24;4
1950061107;3;7.0;10.6;74.0;28;6
1950061114;2;8.0;15.5;46.0;30;4
1950061121;2;7.0;13.3;55.0;26;3
1950061207;2;8.0;11.4;84.0;28;3
1950061214;6;8.0;17.8;62.0;28;1
1950061221;2;7.0;15.6;69.0;0;0
1950061307;8;4.0;12.5;90.0;0;0
1950061314;4;7.0;22.9;50.0;18;2
1950061321;6;7.0;18.1;80.0;16;1
1950061407;8;6.0;16.4;88.0;20;1
1950061414;6;7.0;20.3;79.0;20;2
1950061421;6;4.0;15.7;94.0;0;0
1950061507;2;7.0;16.6;86.0;16;3
1950061514;6;6.0;17.2;93.0;24;3
1950061521;8;6.0;13.2;79.0;24;3
1950061607;2;6.0;12.2;86.0;20;1
1950061614;4;8.0;18.8;44.0;22;2
1950061621;5;6.0;14.3;75.0;28;2
1950061707;2;6.0;12.7;74.0;26;1
1950061714;4;7.0;18.4;44.0;24;1
1950061721;6;6.0;16.2;64.0;0;0
1950061807;2;7.0;16.0;73.0;0;0
1950061814;6;7.0;21.2;55.0;0;0
1950061821;6;6.0;15.9;91.0;0;0
1950061907;2;6.0;15.5;88.0;16;1
1950061914;2;7.0;20.9;46.0;22;4
1950061921;3;7.0;16.4;74.0;0;0
1950062007;2;6.0;16.3;85.0;0;0
1950062014;5;7.0;22.4;52.0;0;0
1950062021;7;7.0;19.1;75.0;12;4
1950062107;8;6.0;17.5;82.0;12;4
1950062114;8;7.0;20.1;74.0;18;2
1950062121;6;7.0;15.8;83.0;0;0
1950062207;5;8.0;13.6;76.0;18;4
1950062214;6;7.0;16.0;62.0;16;7
1950062221;3;6.0;12.9;71.0;4;4
1950062307;7;6.0;12.9;80.0;18;5
1950062314;5;7.0;16.1;62.0;24;4
1950062321;6;7.0;11.9;83.0;8;1
1950062407;8;6.0;12.1;90.0;20;4
1950062414;8;4.0;12.6;94.0;24;4
1950062421;8;6.0;12.9;87.0;24;4
1950062507;8;6.0;12.2;96.0;22;1
1950062514;8;5.0;16.0;89.0;22;1
1950062521;4;6.0;15.1;89.0;0;0
1950062607;6;7.0;12.3;84.0;26;2
1950062614;6;8.0;18.8;61.0;26;4
1950062621;8;7.0;16.0;82.0;28;1
1950062707;8;5.0;15.5;97.0;20;1
1950062714;6;7.0;20.6;76.0;24;2
1950062721;6;6.0;16.3;84.0;24;2
1950062807;8;5.0;16.7;95.0;22;5
1950062814;8;5.0;17.8;85.0;24;4
1950062821;6;6.0;14.9;86.0;28;4
1950062907;8;6.0;14.4;97.0;22;1
1950062914;6;6.0;22.1;76.0;26;1
1950062921;1;6.0;20.8;83.0;0;0
1950063007;0;6.0;19.7;82.0;28;3
1950063014;8;5.0;20.6;78.0;30;4
1950063021;8;7.0;16.1;81.0;24;2
1950070107;1;6.0;14.9;82.0;22;3
1950070114;3;7.0;17.4;60.0;24;5
1950070121;6;7.0;12.5;80.0;26;1
1950070207;1;7.0;13.2;84.0;24;2
1950070214;4;7.0;18.3;61.0;28;2
1950070221;2;7.0;13.5;68.0;28;1
1950070307;1;7.0;13.8;74.0;28;2
1950070314;6;7.0;18.8;47.0;4;3
1950070321;8;7.0;15.8;64.0;6;3
1950070407;8;7.0;13.0;90.0;8;2
1950070414;8;7.0;16.3;64.0;8;4
1950070421;8;7.0;14.8;79.0;6;1
1950070507;8;7.0;14.9;82.0;10;4
1950070514;8;5.0;14.2;97.0;12;5
1950070521;8;5.0;14.6;98.0;10;1
1950070607;8;3.0;14.9;98.0;6;1
1950070614;8;6.0;14.5;93.0;4;3
1950070621;8;6.0;13.4;94.0;32;1
1950070707;8;7.0;14.0;88.0;2;2
1950070714;6;7.0;18.1;59.0;8;2
1950070721;1;7.0;14.8;73.0;8;1
1950070807;1;7.0;15.2;89.0;0;0
1950070814;4;8.0;20.5;52.0;10;1
1950070821;1;6.0;17.2;74.0;8;1
1950070907;1;6.0;18.3;77.0;6;1
1950070914;2;6.0;24.5;59.0;16;1
1950070921;1;6.0;20.9;80.0;0;0
1950071007;6;5.0;19.7;77.0;14;2
1950071014;6;6.0;21.6;59.0;22;4
1950071021;8;6.0;16.4;79.0;20;3
1950071107;8;6.0;14.3;91.0;20;3
1950071114;8;6.0;19.1;72.0;16;2
1950071121;8;7.0;14.0;97.0;24;1
1950071207;8;6.0;14.6;94.0;22;3
1950071214;7;7.0;17.2;78.0;30;3
1950071221;2;6.0;15.1;91.0;24;4
1950071307;8;6.0;15.1;84.0;2;3
1950071314;6;7.0;18.8;63.0;24;3
1950071321;1;8.0;16.4;77.0;28;1
1950071407;2;6.0;16.6;85.0;18;2
1950071414;4;7.0;20.5;65.0;12;5
1950071421;8;6.0;17.2;89.0;8;5
1950071507;6;6.0;15.7;95.0;4;3
1950071514;7;7.0;19.9;65.0;26;4
1950071521;1;8.0;16.0;82.0;26;1
1950071607;3;6.0;14.8;98.0;26;1
1950071614;3;7.0;22.0;61.0;12;4
1950071621;4;7.0;19.0;80.0;12;4
1950071707;5;7.0;16.5;88.0;20;2
1950071714;3;8.0;20.6;64.0;22;3
1950071721;3;8.0;16.5;84.0;0;0
1950071807;2;7.0;16.4;79.0;20;3
1950071814;7;6.0;15.2;93.0;24;3
1950071821;8;7.0;16.0;82.0;0;0
