STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       2306;1978042914;    5;    4.1;  90.0;eor
       2306;1978042921;    5;    4.5;  87.0;eor
       2306;1978043007;    5;    4.6;  81.0;eor
       2306;1978043014;    5;    6.3;  80.0;eor
       2306;1978043021;    5;    4.8;  81.0;eor
       2306;1978050107;    5;    5.7;  83.0;eor
       2306;1978050114;    5;    8.8;  66.0;eor
       2306;1978050121;    5;    5.4;  80.0;eor
       2306;1978050207;    5;    5.5;  83.0;eor
       2306;1978050214;    5;    9.0;  64.0;eor
       2306;1978050221;    5;    5.2;  81.0;eor
       2306;1978050307;    5;    5.8;  76.0;eor
